788.6,40.063,840.46,183.85,6,-0.5367
704.4,310.31,731.89,387.06,6,-0.74181
678,43.333,698.67,101.33,6,-0.75391
-7.9974,173.95,25.992,268.58,5,-0.77354
797.76,-16.661,918.39,173.28,4,-0.79796
732.33,40.68,754.53,102.89,5,-0.86026
395.33,128.67,416,186.67,6,-0.87871
23.531,46.396,182.92,297.24,4,-0.8988
423.66,109.27,445.86,171.48,5,-0.90319
399.96,112.1,436.44,213.58,5,-0.91072
780.43,156.62,849.07,346.56,6,-0.91211
366.61,28.816,394.09,105.56,5,-0.92897
-22.198,103.56,68.594,205.78,2,-0.97578
711.33,37.425,796.43,171.54,3,-0.99091
624.48,0.66667,693.12,190.61,5,-0.997
528.14,70.333,597.14,179.14,3,-1.0247
939.33,235.33,1013.3,352,4,-1.0284
324.39,56.966,380.02,211.12,6,-1.1204
74.954,-110.76,222.86,297.15,6,-1.1241
784.67,326,826.67,373.33,1,-1.1302
603.33,0.66667,640,58.667,4,-1.1391
518,315.33,554.67,373.33,4,-1.1571
987.02,104.82,1010.9,171.54,6,-1.1577
754.91,-120.01,874.93,211.19,5,-1.1612
688.67,43.333,709.33,101.33,5,-1.1648
463.67,137.85,508.74,188.63,2,-1.1672
1019.2,-80.172,1083.2,97.006,5,-1.1793
0.66667,150,42.667,266.67,5,-1.1856
603.33,123.33,624,181.33,5,-1.1938
270.23,196.71,367.58,306.32,2,-1.2163
374.93,131.99,400.53,203.55,6,-1.2331
735.83,319.24,759.67,385.96,6,-1.2388
768.67,320.67,789.33,378.67,5,-1.2407
454.02,49.678,477.86,116.4,5,-1.243
438,102,474.67,160,4,-1.2472
523.33,-42,608,53.333,2,-1.2497
680.7,98.689,722.91,165.41,3,-1.2497
374,107.33,416,224,5,-1.2543
0.66667,0.66667,242.59,381.22,4,-1.2819
922.22,138.09,978.14,226.35,3,-1.2827
566.56,315.05,605.91,377.26,4,-1.2865
611.31,112.29,636.91,183.85,6,-1.3013
320.77,-22.198,480.15,228.65,4,-1.3101
412.23,-182.25,777.39,228.65,2,-1.3162
760.91,315.05,800.26,377.26,3,-1.3368
486.54,315.05,525.88,377.26,4,-1.3387
401.8,310.31,429.28,387.06,6,-1.3427
603.33,326,645.33,373.33,1,-1.3428
-55.632,85.115,56.299,394.09,5,-1.3462
995.27,97.841,1034.6,160.05,3,-1.3475
-12.466,0.66667,13.132,72.227,5,-1.3505
263.31,269.88,308.61,341.44,3,-1.3656
892.11,-73.62,1040,92.859,1,-1.3657
913.5,80.31,937.34,147.03,6,-1.3747
690.11,328.97,715.71,400.53,6,-1.3786
-84.667,-84.667,85.333,106.67,2,-1.3946
53.195,-209.45,420.23,367.7,4,-1.3965
918,182,1002.7,277.33,2,-1.3969
-136.52,-182.25,228.65,228.65,2,-1.4045
1201.4,257.98,1298.8,367.58,1,-1.4139
1175,159.9,1333.6,338.38,1,-1.414
1018.1,143.57,1057.5,205.78,4,-1.4169
1207.5,76.091,1267.1,241.36,6,-1.4233
594.96,-296.48,1188.6,371.43,1,-1.4282
277.92,-345.89,831.75,277.25,2,-1.4454
674.57,319.24,771.93,428.85,2,-1.4627
971.04,-276.58,1524.9,346.56,1,-1.5152
435.09,315.05,474.44,377.26,4,-1.528
-296.48,-296.48,297.15,371.43,2,-1.6178
