809.96,64.003,858.56,133.71,6,-0.92383
618.01,17.815,657.35,74.31,6,-0.97883
710,112.67,746.67,165.33,5,-0.99511
814.86,118.86,906.12,249.51,6,-1.0165
1019.2,202.76,1075.1,282.93,6,-1.038
423.66,109.27,463.01,165.77,5,-1.0444
626.69,38.379,678.82,113.14,5,-1.0456
339.05,120.09,408.05,218.95,5,-1.0523
698.03,34.963,737.38,91.458,6,-1.055
729.71,123.19,771.93,183.79,5,-1.0677
249.57,53.464,301.7,128.22,5,-1.0711
766.63,172.15,805.97,228.65,6,-1.0744
929.25,19.238,1058.6,204.29,5,-1.0757
818.07,252.18,857.42,308.67,5,-1.0789
210.85,41.086,266.77,121.26,6,-1.0811
208.67,107.33,245.33,160,5,-1.0812
149.95,169.86,218.95,268.71,5,-1.0859
454.02,86.436,496.24,147.03,5,-1.0884
896.67,182,954.67,218.67,1,-1.0886
