381.88,199.94,459.19,242.59,3,-0.34457
491.33,187.33,538.67,213.33,3,-0.5568
711.12,191.28,866.4,277.25,4,-0.63365
368.25,196.71,477.86,257.31,3,-0.63546
836.66,199.71,1194.3,398.09,4,-0.71404
1195.3,166,1242.7,192,3,-0.84818
1182.9,169.56,1245.6,204.08,3,-0.89802
736.07,184.52,919.25,367.7,6,-0.93698
190.68,0.66667,253.35,35.187,4,-0.94581
443.33,32.667,501.33,53.333,2,-0.94928
607.15,312.57,667.13,372.55,5,-0.96031
113.26,21.779,190.01,49.262,1,-1.0179
1207.6,129.32,1249.8,171.54,6,-1.0519
-25.598,-19.032,32.831,13.132,3,-1.0615
664.4,181.69,1327.5,422.38,2,-1.0617
576.67,80.667,613.33,117.33,5,-1.0679
556.62,324.39,633.36,351.87,1,-1.0701
368.37,348.67,439.93,374.27,1,-1.129
33.497,-19.032,78.793,26.264,5,-1.1372
-27.483,71.04,21.112,119.64,5,-1.138
463.67,0.66667,503.02,40.013,6,-1.14
-22.198,-22.198,102.89,22.865,1,-1.1431
493.12,-12.466,538.42,32.831,5,-1.147
294,27.333,330.67,64,6,-1.1483
135.45,129.32,202.17,153.16,1,-1.1509
-10,118,64,192,5,-1.1544
373.65,134.38,422.24,182.97,5,-1.1548
447.89,86.436,490.11,128.65,5,-1.1574
506.26,348.67,551.55,393.97,5,-1.1622
552.22,269.88,623.78,295.47,1,-1.1693
-59.673,-59.673,362.04,362.04,5,-1.1724
1206,86,1242.7,122.67,5,-1.1742
466.27,331.49,508.49,373.71,6,-1.1766
566.35,279.74,618.48,331.87,6,-1.1766
372.1,0.66667,631.44,260,5,-1.1777
841.38,-64.004,1293.4,388.02,6,-1.1807
542.54,324.39,591.14,372.98,5,-1.1849
149.24,-147.91,668.58,371.43,5,-1.1996
1035.4,130.01,1487.4,582.04,5,-1.2348
683.33,0.66667,981.33,298.67,6,-1.2516
587.86,349,656.86,418,5,-1.2662
-240.69,-120.01,181.02,301.7,6,-1.2732
