526.55,172.15,651.64,217.21,1,1.1493
922.22,162.34,1099.4,226.35,1,0.47965
507.36,183.64,661.51,239.27,1,0.37847
276.44,184.52,393.97,249.51,3,0.25688
896.67,171.33,1130.7,256,1,0.052355
503.18,156.62,693.12,225.26,1,-0.55944
259.43,179.81,437.9,278.67,3,-0.56897
433.87,303.91,528.51,337.9,1,-0.82225
938.11,137.85,1189,228.65,2,-0.8309
1176.9,288.61,1243.7,312.45,1,-0.84009
970.73,0.66667,1147.9,64.671,1,-0.89312
0.66667,98.719,52.797,150.85,5,-0.96091
394.76,183.64,492.62,281.5,5,-0.99558
331.33,128.67,389.33,149.33,2,-1.0269
882.87,-97.356,1225.3,245.06,5,-1.0294
485.7,202.76,541.62,258.68,6,-1.0391
12.099,103.56,91.458,182.92,5,-1.0414
-27.191,269.96,74.287,306.43,1,-1.0427
1200.7,150,1258.7,170.67,1,-1.0482
423.05,106.26,527.97,211.19,6,-1.0482
-11.586,-5.4597,42.885,24.506,4,-1.0508
153.83,325.37,220.55,349.2,1,-1.0572
400.8,326.49,440.14,365.83,5,-1.0577
1147.1,0.66667,1357.6,211.19,6,-1.0646
-45.062,-90.791,274.37,228.65,5,-1.0666
359.57,296.24,408.17,344.83,6,-1.0686
648.11,0.66667,844.49,197.05,6,-1.0806
1197,204.75,1245.6,253.35,6,-1.0835
372.1,28.524,436.44,92.859,5,-1.0962
827.33,123.33,864,160,6,-1.1067
1213.6,295.24,1273.6,355.23,6,-1.1115
98.689,-97.356,441.1,245.06,5,-1.1126
640.87,349.35,703.08,371.55,2,-1.1172
970.73,-128.67,1422.8,323.35,6,-1.1218
227.34,331.49,269.56,373.71,6,-1.1236
249.57,287.28,316.78,324.33,3,-1.1241
873.3,310.31,921.9,358.91,6,-1.1371
723.58,282.48,790.3,306.32,1,-1.1413
588.8,331.49,631.02,373.71,6,-1.1466
409.25,37.81,817.16,185.72,2,-1.1483
566.53,178.51,679.04,291.02,5,-1.1487
420.9,-104.39,787.93,262.64,6,-1.1519
511.39,307.1,575.72,371.43,6,-1.1541
1081,343.63,1143.2,365.83,2,-1.1654
598.48,312.57,658.47,372.55,5,-1.1661
153.83,264.1,220.55,287.94,2,-1.1684
1115.3,343.63,1177.5,365.83,1,-1.1685
1154.8,282.16,1252.7,380.02,6,-1.172
-170,0.66667,128,298.67,5,-1.1726
821.43,355.24,892.99,380.83,2,-1.1861
358.95,299.24,427.95,368.24,6,-1.1868
827.73,306.99,869.95,349.2,5,-1.1876
747.33,-42,896,106.67,6,-1.1881
-73.62,-147.91,445.72,371.43,5,-1.1954
743.54,-73.62,1002.9,185.72,6,-1.2039
1086.8,302.37,1138.9,354.5,5,-1.2147
542.54,254.01,591.14,302.61,6,-1.2194
729.71,325.37,796.43,349.2,1,-1.2197
644.14,328.97,689.44,374.27,5,-1.2211
1056.6,347.62,1138.9,377.12,2,-1.2237
631.01,-104.39,998.05,262.64,5,-1.2258
428.62,259.43,537.43,298.57,1,-1.2359
863.8,360.78,926.01,382.98,2,-1.24
583.71,303.62,645.92,325.82,2,-1.2465
683.29,338.46,745.96,372.98,4,-1.2492
790.97,264.1,833.19,306.32,5,-1.2517
754.21,356,796.43,398.22,6,-1.2532
-345.89,-207.27,138.62,277.25,6,-1.2554
806.64,297.91,868.85,320.1,2,-1.2563
658.02,309.34,697.37,348.68,6,-1.2566
732.55,338.46,795.22,372.98,4,-1.2579
612.29,280.76,674.5,302.95,2,-1.2696
617.88,328.97,709.14,420.23,5,-1.2702
1055.6,299.24,1124.6,368.24,6,-1.2713
1112.6,310.31,1189.3,337.79,2,-1.2735
747.09,349,816.09,418,5,-1.2747
