493.12,72.894,538.42,137.89,6,-1.0207
760.7,21.779,809.3,91.486,6,-1.036
975.68,84.24,1040,176.43,6,-1.0396
159.95,25.172,202.17,85.769,5,-1.0418
345.5,148.45,394.09,218.16,5,-1.042
985.58,26.931,1076.8,157.59,6,-1.0542
870,38,906.67,90.667,5,-1.0581
678,144.67,714.67,197.33,5,-1.059
463.67,103.56,503.02,160.05,5,-1.0591
822,283.33,858.67,336,5,-1.0613
936.38,295.24,996.36,381.22,5,-1.0637
570.69,92.153,619.29,161.86,6,-1.0648
619.43,19.046,661.65,79.643,5,-1.0684
444.02,310.31,492.62,380.02,6,-1.0746
604.25,9.9525,668.58,102.14,5,-1.0761
1040.7,204.96,1105,297.15,5,-1.0805
976,20.571,1114.7,218.95,6,-1.0811
876.47,140,945.47,238.86,6,-1.0814
411.13,135.45,453.35,196.04,6,-1.0829
1126.7,6.3828,1166.1,62.877,6,-1.0851
800.67,22,837.33,74.667,6,-1.0911
