235.33,192.67,426.67,298.67,3,-0.38698
549.41,172.15,588.76,211.5,5,-0.42454
709.47,212.16,771.68,234.36,2,-0.71705
0.66667,229.31,160.05,388.7,5,-0.73273
477.19,156.62,537.17,216.6,5,-0.77145
-73.62,223.53,185.72,482.87,5,-0.91033
742.64,348.67,814.2,374.27,2,-0.94118
928.67,326,986.67,346.67,2,-0.9516
1072.7,0.66667,1130.7,21.333,1,-0.97075
589.43,57.828,628.77,97.174,6,-0.97981
460.15,184.46,502.36,226.68,5,-0.98958
720.9,286.47,783.11,308.67,2,-1.0191
214,262,250.67,298.67,5,-1.029
1051.3,96.667,1109.3,117.33,1,-1.0519
1187.6,208.6,1247.6,268.58,6,-1.0555
846.65,332.2,886,371.55,6,-1.0617
170.43,0.66667,226.35,56.587,5,-1.0723
998,331.33,1056,352,2,-1.0753
435.64,0.66667,477.86,42.885,5,-1.0754
-22.198,120.71,17.148,160.05,5,-1.0772
1152.7,22,1301.3,170.67,6,-1.0849
567.95,80.285,636.95,149.29,5,-1.0922
585.68,121.38,650.01,185.72,5,-1.0962
-90.791,137.85,68.594,297.24,6,-1.0994
959.32,263.31,1050.6,354.57,5,-1.1011
1190,155.49,1238.6,204.08,5,-1.105
687.82,251.39,789.3,287.86,2,-1.1078
843.33,139.33,880,176,5,-1.1099
0.66667,123.19,67.39,147.03,2,-1.1114
678,240.67,736,261.33,1,-1.1124
817.13,73.421,873.05,129.34,6,-1.1162
1218.2,0.66667,1257.5,40.013,5,-1.1169
672.67,38,709.33,74.667,6,-1.1321
1189.2,184.46,1274.3,269.56,6,-1.1336
283.33,80.667,320,117.33,5,-1.1352
534.2,154.26,590.12,210.18,5,-1.1352
229.31,34.963,308.67,114.32,5,-1.1417
507.33,0.66667,544,37.333,5,-1.1433
366.5,315.05,428.71,337.25,1,-1.1504
598.84,176.6,647.44,225.2,6,-1.1518
59.333,208.67,117.33,229.33,1,-1.1537
1126.6,113.26,1323,309.64,6,-1.156
1144.3,0.66667,1386.2,242.59,5,-1.1576
989.56,114.99,1028.9,154.34,5,-1.1584
739.83,128.89,791.96,181.02,5,-1.1612
377.79,0.66667,429.92,52.797,6,-1.1615
886.67,332.2,948.88,354.4,2,-1.1617
795.33,278,853.33,298.67,2,-1.1627
223.91,0.66667,269.21,45.963,6,-1.1634
197.71,64.003,246.31,112.6,5,-1.1639
-168.23,169.56,225.2,562.99,5,-1.1643
867.07,295.24,961.71,329.23,2,-1.1653
-12.466,0.66667,78.793,91.925,5,-1.1657
910.39,165.28,970.37,225.26,5,-1.1663
858.09,183.58,897.43,222.93,6,-1.1722
1019.3,224.67,1056,261.33,6,-1.1725
881.8,24.918,937.72,80.838,5,-1.1756
919.63,221.22,986.35,245.06,1,-1.176
-67.927,69.26,91.458,228.65,5,-1.1772
512.67,107.33,549.33,144,5,-1.1784
112.29,-12.466,157.59,32.831,6,-1.1791
1084.4,239.94,1133,288.53,6,-1.1833
1066.7,-11.586,1151.8,73.517,5,-1.1835
451.2,173.95,511.18,233.93,5,-1.1837
971.82,-27.483,1069.7,70.374,5,-1.1852
331.49,349.87,398.22,373.71,1,-1.1923
464.67,331.33,501.33,368,5,-1.1936
340.08,0.66667,392.21,52.797,5,-1.1938
139.29,208.6,901.06,485.19,2,-1.1941
1028.1,155.49,1126,253.35,5,-1.2002
699.33,107.33,736,144,5,-1.2004
635.33,-10,672,26.667,6,-1.2016
-51.317,-33.989,69.312,86.64,6,-1.2054
556.62,127.34,605.21,175.93,5,-1.2059
717.24,0.66667,786.24,69.666,6,-1.2088
539.33,-10,576,26.667,5,-1.2103
200.73,137.85,240.08,177.2,5,-1.213
91.176,121.35,143.31,173.48,6,-1.2133
1098.5,-27.483,1196.4,70.374,5,-1.217
374.93,125.42,420.23,170.72,5,-1.2209
-96.339,-64.004,129.34,161.68,5,-1.2217
256.67,0.66667,554.67,298.67,5,-1.2217
1071.7,45.922,1176.6,150.85,6,-1.2239
641.8,0.66667,762.43,121.3,5,-1.2247
774,-10,810.67,26.667,5,-1.2251
1051.2,0.66667,1418.3,367.7,5,-1.2269
53.195,0.66667,420.23,367.7,5,-1.2289
-147.91,-147.91,371.43,371.43,5,-1.2334
619.33,0.66667,656,37.333,6,-1.2345
521.1,-14.418,573.23,37.712,6,-1.2372
856.57,-19.238,925.57,49.762,6,-1.2375
936.38,-16.661,996.36,43.32,5,-1.2447
906.33,259.43,975.33,328.43,6,-1.246
980.89,178.33,1023.1,220.55,6,-1.2468
797.76,0.66667,857.74,60.648,5,-1.2507
662,-42,810.67,106.67,5,-1.2546
873.54,260.67,937.87,325.01,6,-1.2546
709.66,121.35,761.79,173.48,6,-1.2571
841.13,-104.39,1208.2,262.64,6,-1.2587
490.78,-97.356,833.19,245.06,6,-1.2603
149.24,-147.91,668.58,371.43,5,-1.2628
887.09,328.97,932.39,374.27,5,-1.2818
