731.33,171.33,768,224,6,-0.89496
704.4,85.115,900.78,365.94,5,-0.9093
611.61,136.43,663.74,211.19,6,-0.9552
364.56,121.96,459.19,181.94,1,-0.99498
1097.3,202.84,1139.5,263.43,6,-1.0308
978.86,211.79,1027.5,281.5,5,-1.031
349.35,6.3828,388.7,62.877,6,-1.0399
1011.8,131.99,1103.1,262.64,6,-1.0482
417.26,55.804,459.48,116.4,5,-1.0488
587.33,283.33,624,336,5,-1.0497
1077.5,112.29,1122.8,177.28,6,-1.0509
488.33,100.19,557.33,199.05,6,-1.064
619.43,74.183,661.65,134.78,6,-1.0644
854,54,890.67,106.67,5,-1.0664
742,11.333,778.67,64,6,-1.0688
619.33,342,677.33,378.67,1,-1.0721
535.51,99.19,689.66,197.05,2,-1.0739
307.85,33.002,420.36,194.01,6,-1.0804
959.32,276.44,1004.6,341.44,5,-1.0811
252.18,34.963,331.54,148.62,5,-1.0851
528.64,61.006,580.77,135.76,5,-1.0862
1035.3,310,1072,362.67,5,-1.091
